timestamp,symbol,short_strike,long_strike,credit,spread_width,status
2025-05-19T16:36:30.157597,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:39:32.010328,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:40:38.654697,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:43:25.775340,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:43:52.652140,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:44:35.322604,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:45:57.429145,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:47:28.168969,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:52:43.151910,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:53:55.030380,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:53:55.985691,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:55:13.792838,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T09:55:47.137309,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T16:58:37.149580,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:00:04.375465,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:00:32.740201,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:03:21.383993,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:03:24.981574,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:05:14.571977,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:06:46.005982,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:07:53.652824,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:10:44.745077,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:11:28.623959,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:12:22.358521,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:14:24.318578,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:15:57.213936,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:18:20.101545,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:19:31.794267,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:20:53.297109,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:21:55.556607,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:23:10.974520,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:24:47.433383,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:26:27.910149,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:32:07.499030,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:32:40.068498,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:32:40.145063,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:34:32.604776,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:35:01.138748,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:38:29.586818,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:41:32.497011,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:41:42.351739,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:43:43.992100,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:44:17.276170,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:46:04.809793,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:48:34.084882,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:49:12.472090,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:51:29.611630,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:51:58.786784,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:53:17.939033,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T17:55:20.365060,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T10:57:01.349168,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:00:25.367975,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:00:46.134177,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:01:39.980227,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:03:11.904412,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:04:00.199200,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:05:53.207623,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:08:03.943613,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:09:37.361992,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:13:13.649412,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:13:16.886193,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:15:30.389812,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:16:48.600271,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:19:30.423990,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:20:09.224191,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:21:42.344204,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:23:32.003755,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:26:39.765246,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T11:28:17.399544,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:29:18.112451,IWM,208.0,207.0,0.6005,1.0,submitted
2025-05-19T18:30:40.245308,IWM,209.0,208.0,2.06,1.0,submitted
2025-05-19T11:32:25.986046,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:34:20.290200,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T18:36:56.542057,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T18:39:12.045868,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:39:30.052181,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:41:28.684490,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T18:43:24.794020,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T18:46:21.115218,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:46:37.835559,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:48:36.318970,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T18:51:16.889960,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:54:09.727603,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T11:59:43.684006,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T12:05:27.036318,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T12:10:45.627028,IWM,209.0,208.0,2.08,1.0,submitted
2025-05-19T12:43:39.884453,IWM,209.0,208.0,0.54,1.0,submission_failed
2025-05-19T12:48:58.265111,IWM,209.0,208.0,0.54,1.0,submission_failed
2025-05-19T13:05:15.860345,IWM,209.0,208.0,0.54,1.0,submission_failed
